seq,module,level,name,card,type,label,description,label_ja,description_ja,XPath
1730,gl-bus,4,organizationAccountingMethod,0..1,gl-bus:accountingMethodItemType,Accounting Method,"For this entity, the method of accounting represented - from: accrual, cash, modified cash, modified accrual, encumbrance, special methods, hybrid methods, other",会計処理方法,事業体の会計処理方法を表す。発生基準、現金基準、修正現金基準、修正発生基準、債務基準、特別な方法、混合方法、その他\n[設定値のリスト]\n(accrual：発生基準)、(cash：現金基準)、(modified cash：修正現金基準)、(modified accrual：修正発生基準)、(encumbrance：債務基準)、(special methods：特別な方法)、(hybrid methods：混合方法)、(other：その他)\n,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAccountingMethodStructure/gl-bus:organizationAccountingMethod
1740,gl-bus,4,organizationAccountingMethodDescription,0..1,gl-bus:organizationAccountingMethodDescriptionItemType,Accounting Method Description,Free format description of the accounting method,会計処理方法説明,会計処理方法の説明。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAccountingMethodStructure/gl-bus:organizationAccountingMethodDescription
1750,gl-bus,4,organizationAccountingMethodPurpose,0..1,gl-bus:accountingMethodPurposeItemType,Accounting Method Purpose,"For this entity, the reporting purpose represented - from book, tax, management, statutory, other",会計処理方法目的,事業体の報告の目的を表す。帳簿、税、管理、スタチュトリ、その他から選択する。\n[設定値のリスト]\n(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他),/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAccountingMethodStructure/gl-bus:organizationAccountingMethodPurpose
1760,gl-bus,4,organizationAccountingMethodPurposeDescription,0..1,gl-bus:organizationAccountingMethodPurposeDescriptionItemType,Accounting Method Purpose Description,Free format description of the accounting method purpose,会計処理方法目的説明,会計処理方法の目的の説明。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAccountingMethodStructure/gl-bus:organizationAccountingMethodPurposeDescription
1770,gl-bus,4,organizationAccountingMethodStartDate,0..1,gl-bus:organizationAccountingMethodStartDateItemType,Accounting Method Start Date,Accounting Method Start Date,会計処理方法開始日付,会計処理方法の開始日。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAccountingMethodStructure/gl-bus:organizationAccountingMethodStartDate
1780,gl-bus,4,organizationAccountingMethodEndDate,0..1,gl-bus:organizationAccountingMethodEndDateItemType,Accounting Method End Date,Accounting Method End Date,会計処理方法終了日付,会計処理方法の終了日。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAccountingMethodStructure/gl-bus:organizationAccountingMethodEndDate
1790,gl-bus,3,accountantInformation,0..*,gl-bus:accountantInformationComplexType,Accountant Information,Information about the relevant external accountant,【会計士情報】,関連する外部会計士に関する情報。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation
1800,gl-bus,4,accountantName,0..1,gl-bus:accountantNameItemType,Accountant Name,Name of the accountant,会計士名,会計士の名前。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantName
1810,gl-bus,4,accountantAddress,0..*,gl-bus:accountantAddressComplexType,Accountant Address,Section which contains accountant address information.,【会計士住所】,会計士の住所情報を含むセクション。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantAddress
1820,gl-bus,5,accountantAddressName,0..1,gl-bus:accountantAddressNameItemType,Address Name,Address Name for Accountant,会計士住所名,会計士の住所の名前。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantAddress/gl-bus:accountantAddressName
1830,gl-bus,5,accountantAddressDescription,0..1,gl-bus:accountantAddressDescriptionItemType,Address Description,Address Description for Accountant,会計士住所説明,会計士の住所の説明。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantAddress/gl-bus:accountantAddressDescription
1840,gl-bus,5,accountantAddressPurpose,0..1,gl-bus:accountantAddressPurposeItemType,Address Purpose,Address Purpose,会計士住所目的,住所の目的。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantAddress/gl-bus:accountantAddressPurpose
1850,gl-bus,5,accountantAddressLocationIdentifier,0..1,gl-bus:locationIdentifierItemType,Accountant Location Identifier,A code used to identify the accountant location and to associate it with contacts and transactions,会計士所在地識別子,会計士の所在地を識別したり、窓口や取引と関係付けるコード。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantAddress/gl-bus:accountantAddressLocationIdentifier
1860,gl-bus,5,accountantBuildingNumber,0..1,gl-bus:accountantBuildingNumberItemType,Building Number,Building Number for Accountant,会計士住所建物番号,会計士の建物番号。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantAddress/gl-bus:accountantBuildingNumber
1870,gl-bus,5,accountantStreet,0..1,gl-bus:accountantStreetItemType,Street,Street address of the accountant,会計士住所通り,会計士の住所の通り。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantAddress/gl-bus:accountantStreet
1880,gl-bus,5,accountantAddressStreet2,0..1,gl-bus:accountantAddressStreet2ItemType,Address Detail,Address Detail for Accountant,会計士住所詳細,会計士の住所詳細。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantAddress/gl-bus:accountantAddressStreet2
1890,gl-bus,5,accountantCity,0..1,gl-bus:accountantCityItemType,City,City of the accountant,会計士住所都市,会計士の住所の都市。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantAddress/gl-bus:accountantCity
1900,gl-bus,5,accountantStateOrProvince,0..1,gl-bus:accountantStateOrProvinceItemType,State or Province,"State, province or region of the accountant",会計士住所州,会計士の住所の州や地方。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantAddress/gl-bus:accountantStateOrProvince
1910,gl-bus,5,accountantCountry,0..1,gl-bus:accountantCountryItemType,Country,Country of accountant,会計士住所国,会計士の住所の国。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantAddress/gl-bus:accountantCountry
1920,gl-bus,5,accountantZipOrPostalCode,0..1,gl-bus:accountantZipOrPostalCodeItemType,Zip or Postal Code,Zip or other postal code of the accountant,会計士住所郵便番号,会計士の住所の郵便番号。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantAddress/gl-bus:accountantZipOrPostalCode
1930,gl-bus,5,accountantAddressActive,0..1,gl-gen:activeItemType,Accountant Address Active,"Boolean to indicate whether the address is active (=""true"") or inactive (=""false"")",会計士住所有効性,会計士の住所が有効か無効かを示すブール値。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantAddress/gl-bus:accountantAddressActive
1940,gl-bus,4,accountantEngagementType,0..1,gl-bus:accountantEngagementTypeItemType,Type of Engagement,Type of engagement being performed by external accountant,契約種別,外部会計士によって実行される契約の種別。\n[設定値のリスト]\n(audit：監査)、(review：検査)、(compilation：調整)、(tax：税)、(other：その他) ,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantEngagementType
1950,gl-bus,4,accountantEngagementTypeDescription,0..1,gl-bus:accountantEngagementTypeDescriptionItemType,Type of Engagement Description,Free format description of the type of engagement,契約種別説明,契約種別の説明。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantEngagementTypeDescription
1960,gl-bus,4,accountantContactInformation,0..*,gl-bus:accountantContactComplexType,Accountant Contact Information,Accountant Contact Information Structure,【会計士担当者情報】,会計士の担当者情報の構造体。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation
1970,gl-bus,5,accountantContactPrefix,0..1,gl-bus:accountantContactPrefixItemType,Prefix,"Prefix (e.g. Dr., Mr., Mrs., etc.) for Accountant Contact",会計士担当者敬称,会計士の担当者の敬称(Dr.、Mr.、Mrs.など)\n,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactPrefix
1980,gl-bus,5,accountantContactLastName,0..1,gl-bus:accountantContactLastNameItemType,Last Name,Family Name for Accountant Contact,会計士担当者姓,会計士の担当者の姓\n,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactLastName
1990,gl-bus,5,accountantContactFirstName,0..1,gl-bus:accountantContactFirstNameItemType,First  Name,First or Given Name for Accountant Contact,会計士担当者名,会計士の担当者の名、クリスチャンネーム\n,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactFirstName
2000,gl-bus,5,accountantContactSuffix,0..1,gl-bus:accountantContactSuffixItemType,Suffix,"Suffix (e.g. MD, CPA, Jr., etc.)",会計士担当者付加名称,付加名称(MD、CPA、Jr.など)\n,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactSuffix
2010,gl-bus,5,accountantContactAttentionLine,0..1,gl-bus:accountantContactAttentionLineType,Attention Line,Attention Line for Accountant Contact,会計士担当者アテンションライン,会計士の担当者のアテンションライン\n,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactAttentionLine
2020,gl-bus,5,accountantContactPositionRole,0..1,gl-bus:accountantContactPositionRoleItemType,Position/Role,Position or Role for Accountant Contact,会計士担当者地位/役職,会計士の担当者の地位や役職\n,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactPositionRole
2030,gl-bus,5,accountantContactPhone,0..*,gl-bus:accountantContactPhoneNumberComplexType,Contact Phone,Phone Number for Accountant Contact,【会計士担当者電話番号】,会計士の担当者の電話番号\n,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactPhone
2040,gl-bus,6,accountantContactPhoneNumberDescription,0..1,gl-gen:phoneNumberDescriptionItemType,Accountant Contact Phone Number Description,"Accountant Contact Phone Number Description such as Main, Investor relations, etc.",会計士担当者電話番号説明,代表、IR用などの、会計士の担当者の電話番号の説明。\n[設定値のリスト]\n(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR担当者)、(main：代表)、(switchboard：交換台)、(other：その他) ,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactPhone/gl-bus:accountantContactPhoneNumberDescription
2050,gl-bus,6,accountantContactPhoneNumber,0..1,gl-gen:phoneNumberItemType,Accountant Contact Phone Number,Accountant Contact phone number referred to in the description.,会計士担当者電話番号,説明で示される会計士の担当者の電話番号。\n,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactPhone/gl-bus:accountantContactPhoneNumber
2060,gl-bus,5,accountantContactFax,0..*,gl-bus:accountantContactFaxNumberComplexType,Contact Fax Number Structure,Accountant Contact Fax Number Structure,【会計士担当者FAX番号】,会計士の担当者のFAX番号の構造体。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactFax
