sequence,syntax_sequence,level,structured_csv_level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,class_term,id,semantic_path,label_local,definition_local,structured_csv_column,element,xpath,default_value,transformation,required,note
212,0000.0003.0001.0002.0007.0001@listVersionID,5,5,A,,Scheme version identifier,Identifier,0..1,,The version identifier of the identification scheme used for the Item classification identifier.,en16931,Item Classification Identifier,BT-158-2,$.invoice.invoiceLine.itemInformation.itemClassificationIdentifier.schemeVersionIdentifier,,,SchemeVersionIdentifier,@listVersionID,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification/ram:ClassCode/@listVersionID,,,false,CEN/TS 16931-3-3:2020 Table 2 normative mapping.
213,0000.0003.0001.0002.0008.0001,4,4,A,,Item country of origin,Code,0..1,,The code identifying the country from which the item originates.,en16931,Item information,BT-159,$.invoice.invoiceLine.itemInformation.itemCountryOfOrigin,,,ItemCountryOfOrigin,ram:ID,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:OriginTradeCountry/ram:ID,,,false,CEN/TS 16931-3-3:2020 Table 2 normative mapping.
214,0000.0003.0001.0002.0006,4,4,C,,Item attributes,,0..*,,A group of business terms providing information about properties of the goods and services invoiced.,en16931,Item attribute,BG-32,$.invoice.invoiceLine.itemInformation.itemAttributes,,,ItemAttributes,ram:ApplicableProductCharacteristic,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:ApplicableProductCharacteristic,,,false,CEN/TS 16931-3-3:2020 Table 2 normative mapping.
215,0000.0003.0001.0002.0006.0001,5,5,A,,Item attribute name,Text,1..1,,The name of the attribute or property of the item.,en16931,Item attribute,BT-160,$.invoice.invoiceLine.itemInformation.itemAttributes.itemAttributeName,,,ItemAttributeName,ram:Description,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:ApplicableProductCharacteristic/ram:Description,,,true,CEN/TS 16931-3-3:2020 Table 2 normative mapping.
216,0000.0003.0001.0002.0006.0002,5,5,A,,Item attribute value,Text,1..1,,The value of the attribute or property of the item.,en16931,Item attribute,BT-161,$.invoice.invoiceLine.itemInformation.itemAttributes.itemAttributeValue,,,ItemAttributeValue,ram:Value,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:ApplicableProductCharacteristic/ram:Value,,,true,CEN/TS 16931-3-3:2020 Table 2 normative mapping.
34,0000.0003.0002.0002.0002,3,3,C,,Seller Identifier,,0..*,,Technical occurrence class for Seller identifier and its supplementary components; it does not introduce a new EN BG/BT semantic identity.,en16931,Seller Identifier,,$.invoice.seller.sellerIdentifier[schemeIdentifier],,,SellerIdentifier,ram:GlobalID,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:GlobalID,,CII_IDENTIFIER_VARIANT_GLOBAL,false,Syntax-specific Class alias for CEN SYN-1.
35,0000.0003.0002.0002.0002,4,4,A,,Identifier,Identifier,1..1,,The identification scheme identifier of the Seller identifier. An identifier issued by an official,en16931,Seller Identifier,BT-29,$.invoice.seller.sellerIdentifier[schemeIdentifier].identifier,,,SellerIdentifierIdentifier,.,.,,CII_IDENTIFIER_VARIANT_GLOBAL,true,Value of selected identifier alias. Task-local Structured CSV field correction.
34,0000.0003.0002.0002.0001,3,3,C,,Seller Identifier,,0..*,,Technical occurrence class for Seller identifier and its supplementary components; it does not introduce a new EN BG/BT semantic identity.,en16931,Seller Identifier,,$.invoice.seller.sellerIdentifier[not(schemeIdentifier)],,,SellerIdentifier,ram:ID,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:ID,,CII_IDENTIFIER_VARIANT_LOCAL,false,Syntax-specific Class alias for CEN SYN-1.
35,0000.0003.0002.0002.0001,4,4,A,,Identifier,Identifier,1..1,,The identification scheme identifier of the Seller identifier. An identifier issued by an official,en16931,Seller Identifier,BT-29,$.invoice.seller.sellerIdentifier[not(schemeIdentifier)].identifier,,,SellerIdentifierIdentifier,.,.,,CII_IDENTIFIER_VARIANT_LOCAL,true,Value of selected identifier alias. Task-local Structured CSV field correction.
36,0000.0003.0002.0002.0002@schemeID,4,4,A,,Scheme identifier,Identifier,0..1,,The identification scheme identifier of the Seller identifier.,en16931,Seller Identifier,BT-29-1,$.invoice.seller.sellerIdentifier[schemeIdentifier].schemeIdentifier,,,SellerIdentifierSchemeIdentifier,@schemeID,@schemeID,,,false,Supplementary scheme identifier on GlobalID. Task-local Structured CSV field correction.
59,0000.0003.0002.0003.0002,3,3,C,,Buyer Identifier,,0..*,,Technical occurrence Class grouping a Buyer identifier with its supplementary scheme identifier.,en16931,Buyer Identifier,,$.invoice.buyer.buyerIdentifier[schemeIdentifier],,,BuyerIdentifier,ram:GlobalID,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:GlobalID,,CII_IDENTIFIER_VARIANT_GLOBAL,false,Syntax-specific Class alias for CEN SYN-1.
60,0000.0003.0002.0003.0002,4,4,A,,Identifier,Identifier,1..1,,The identification scheme identifier,en16931,Buyer Identifier,BT-46,$.invoice.buyer.buyerIdentifier[schemeIdentifier].identifier,,,BuyerIdentifierIdentifier,.,.,,CII_IDENTIFIER_VARIANT_GLOBAL,true,Value of selected identifier alias. Task-local Structured CSV field correction.
59,0000.0003.0002.0003.0001,3,3,C,,Buyer Identifier,,0..*,,Technical occurrence Class grouping a Buyer identifier with its supplementary scheme identifier.,en16931,Buyer Identifier,,$.invoice.buyer.buyerIdentifier[not(schemeIdentifier)],,,BuyerIdentifier,ram:ID,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:ID,,CII_IDENTIFIER_VARIANT_LOCAL,false,Syntax-specific Class alias for CEN SYN-1.
60,0000.0003.0002.0003.0001,4,4,A,,Identifier,Identifier,1..1,,The identification scheme identifier,en16931,Buyer Identifier,BT-46,$.invoice.buyer.buyerIdentifier[not(schemeIdentifier)].identifier,,,BuyerIdentifierIdentifier,.,.,,CII_IDENTIFIER_VARIANT_LOCAL,true,Value of selected identifier alias. Task-local Structured CSV field correction.
61,0000.0003.0002.0003.0002@schemeID,4,4,A,,Scheme identifier,Identifier,0..1,,The identification scheme identifier of the Buyer identifier.,en16931,Buyer Identifier,BT-46-1,$.invoice.buyer.buyerIdentifier[schemeIdentifier].schemeIdentifier,,,BuyerIdentifierSchemeIdentifier,@schemeID,@schemeID,,,false,Supplementary scheme identifier on GlobalID. Task-local Structured CSV field correction.
9001,0000.0003.0003,2,2,F,,CII required ApplicableHeaderTradeDelivery,String,1..1,,CII schema/Table 3 requires ApplicableHeaderTradeDelivery 1..1.,cii,CII syntax,CII-REQ,const:cii.CII.required.ApplicableHeaderTradeDelivery,,,,ram:ApplicableHeaderTradeDelivery,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery,NA,,true,CII schema/Table 3 requires ApplicableHeaderTradeDelivery 1..1.
9002,0000.0002.0003.0001@format,3,3,F,,Invoice issue date format,String,1..1,,BT-2 fixed date format.,cii,CII syntax,CII-REQ,const:cii.Invoice.issue.date.format,,,,@format,/rsm:CrossIndustryInvoice/rsm:ExchangedDocument/ram:IssueDateTime/udt:DateTimeString/@format,102,,true,BT-2 fixed date format.
9003,0000.0003.0004.0007.0007.0001@format,4,4,F,,VAT point date format,String,1..1,,BT-7 fixed date format.,cii,CII syntax,CII-REQ,const:cii.VAT.point.date.format,,,,@format,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:TaxPointDate/udt:DateString/@format,102,,true,BT-7 fixed date format.
9004,0000.0003.0004.0010.0002.0001@format,4,4,F,,Payment due date format,String,1..1,,BT-9 fixed date format.,cii,CII syntax,CII-REQ,const:cii.Payment.due.date.format,,,,@format,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradePaymentTerms/ram:DueDateDateTime/udt:DateTimeString/@format,102,,true,BT-9 fixed date format.
9005,0000.0003.0004.0012.0002.0001@format,4,4,F,,Preceding invoice issue date format,String,1..1,,BT-26 fixed date format.,cii,CII syntax,CII-REQ,const:cii.Preceding.invoice.issue.date.format,,,,@format,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceReferencedDocument/ram:FormattedIssueDateTime/qdt:DateTimeString/@format,102,,true,BT-26 fixed date format.
9006,0000.0003.0003.0002.0001.0001@format,4,4,F,,Actual delivery date format,String,1..1,,BT-72 fixed date format.,cii,CII syntax,CII-REQ,const:cii.Actual.delivery.date.format,,,,@format,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ActualDeliverySupplyChainEvent/ram:OccurrenceDateTime/udt:DateTimeString/@format,102,,true,BT-72 fixed date format.
9007,0000.0003.0004.0008.0001.0001@format,4,4,F,,Invoice period start date format,String,1..1,,BT-73 fixed date format.,cii,CII syntax,CII-REQ,const:cii.Invoice.period.start.date.format,,,,@format,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:StartDateTime/udt:DateTimeString/@format,102,,true,BT-73 fixed date format.
9008,0000.0003.0004.0008.0002.0001@format,4,4,F,,Invoice period end date format,String,1..1,,BT-74 fixed date format.,cii,CII syntax,CII-REQ,const:cii.Invoice.period.end.date.format,,,,@format,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:EndDateTime/udt:DateTimeString/@format,102,,true,BT-74 fixed date format.
9009,0000.0003.0001.0005.0003.0001.0001@format,5,5,F,,Invoice line period start date format,String,1..1,,BT-134 fixed date format.,cii,CII syntax,CII-REQ,const:cii.Invoice.line.period.start.date.format,,,,@format,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:BillingSpecifiedPeriod/ram:StartDateTime/udt:DateTimeString/@format,102,,true,BT-134 fixed date format.
9010,0000.0003.0001.0005.0003.0002.0001@format,5,5,F,,Invoice line period end date format,String,1..1,,BT-135 fixed date format.,cii,CII syntax,CII-REQ,const:cii.Invoice.line.period.end.date.format,,,,@format,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:BillingSpecifiedPeriod/ram:EndDateTime/udt:DateTimeString/@format,102,,true,BT-135 fixed date format.
